"","Year","Region","Location","Area","Site","Latitude","Longitude","CaptureDate","CaptureTime","Species","Bander","Scribe","BandSize","MetalIn","FlagColorIn","FlagCodeIn","UpperLeftIn","LowerLeftIn","UpperRightIn","LowerRightIn","MetalOut","FlagColorOut","FlagCodeOut","UpperLeftOut","LowerLeftOut","UpperRightOut","LowerRightOut","TrackerType1","TrackerStatus1","TrackerID1","TrackerType2","TrackerStatus2","TrackerID2","Disposition","Status","Condition","AgeID","HowAged","FieldSex","CHDSex","HowSex","Culmen","CulmenDepth","CulmenWidth","NaresTip","TotalHead","TarsusDiagonal","Wing","p10","p10Exposed","Fat","Weight","CaptureMethod","NestBroodID","ChickAgeType","ChickHatchDate","ChickAge","FeatherCollected","FeatherType","Blood","BloodQuantity","BloodUse","OtherTests","comments.Tot.Tarsus.Covert.p10_length.Covert.p10_exposed.Weight.Cone_wt.RECAPBTWYR.RECAPWINYR.PHOTOS.MATE.MATE_ATTEND.BROOD_SIZE.REL_STATUS.ffm_p1.ffm_p2.ffm_p3.ffm_p4.ffm_p5.ffm_p6.ffm_p7.ffm_p8.ffm_p9.ffm_p10.ffm_s1.ffm_s2.ffm_s3.ffm_s4.ffm_s5.ffm_s6.ffm_s7.ffm_s8.ffm_s9.ffm_s10.tfm_1.tfm_2.tfm_3.tfm_4.tfm_5.tfm_6.bm_head.bm_neck.bm_back.bm_brst.bm_abd.blood_dna.blood_rna"
"178",2014,5,"NOME","TELLER RD","34 MI",64.8205,-166.03525,"6/4/2014","","REKN","NRH","",2,"","","","",,"","","122274342","FELG","6UU","FELG","","W","M","","","","","","","1","301","7","AHY","PL","M","M","BO",34.7,6.8,5.3,25.9,64.6,32.8,164,,,0,112,"Mist","NRH_001","","",,"N","","N","0","","AISwabO, AISwabC","(4 JUNE) Jug bleed only little blood, enough only for BBP sample, no AIV or DNA, O and C swabs yes. Captured at nest. Originally sexed as a female based on plum and later caputre with 2 chicks on 21 June, resampled and weighed 118.||||||N|N||UNK.|.|.||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|"
"179",2014,5,"NOME","TELLER RD","34 MI",64.81271,-165.9489,"6/4/2014","","REKN","LHD","",2,"123233955","FELG","6HV","GEO, DG",,"FELG","M","123233955","FELG","6HV","DG","","FELG","M","GEO","Removed","","","","","R","319","7","ASY","PL","M","M","BO",33,6.1,5,24.5,63.5,34,167,,,4,127,"Mist","NRH_002","","",,"N","","Y","","DNA","AISwabO, AISwabC","Brood patches vacularized. LHD bleed = good. Full AIV, BBP, and DNA||||||Y|N||UNB.|.|.||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"180",2014,5,"NOME","TELLER RD","Tombstone",64.93822,-166.21114,"6/4/2014","","REKN","NRH","",2,"","","","",,"","","122274343","FELG","6XH","FELG","","W","M","","","","","","","1","319","7","AHY","PL","U","F","IC",35.8,7.1,5.4,26.9,67.2,32.9,172,,,2,138,"Mist","LHD_001","","",,"N","","Y","","DNA","AISwabO, AISwabC","Blood: AIV 0.8, BBP 0.1, DNA blot.||||||N|N||6HY|.|.||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"181",2014,5,"NOME","TELLER RD","34 MI",64.81957,-166.03745,"6/21/2014","","REKN","LHD","",2,"122274342","FELG","6UU","FELG",,"W","M","122274342","FELG","6UU","FELG","","W","M","","","","","","","R","319","7","AHY","PL","M","M","BO",,,,,,,,,,,118,"Mist","NRH_001_brood","","",,"N","","Y","","DNA","AISwabO, AISwabC","Captured with brood of 2 chicks today and resampled.||||||N|Y||UNK.|342|2|||||||||||||||||||||||||||||||||Y|"
"182",2014,5,"NOME","TELLER RD","34 MI",64.82011,-166.03358,"6/21/2014","","REKN","LHD","",2,"","","","",,"","","122274344","FELG","6XJ","FELG","","W","M","","","","","","","1","319","7","AHY","PL","M","M","BO",34,6.3,5.4,25.1,62.8,32.3,171,,,4,113,"Mist","6XJ_Brood","","",,"N","","Y","0","DNA","AISwabO, AISwabC","R2 and R7 = newer than rest, symmetrical. Captured with 4 chicks ca. 1-2 days old. (SAMPSON)||||||N|N||UNK.|344|4||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"183",2014,5,"NOME","TELLER RD","34 MI",64.82167,-166.03873,"6/22/2014","","REKN","LHD","",2,"","","","",,"","","122274345","FELG","6XM","FELG","","W","M","","","","","","","1","319","7","AHY","PL","M","M","BO",34,7.1,5.3,26.2,63.6,34.8,174,,,1,110,"Mist","6XM_Brood","","",,"N","","Y","","DNA","AISwabO, AISwabC","Captured with 3 chicks ca. 4-5 days old. (HAROLD)||||||N|N||UNK.|345|3||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"184",2014,5,"NOME","TELLER RD","37 MI",64.84716,-166.08542,"6/23/2014","","REKN","LHD","",2,"","","","",,"","","122274346","FELG","6XN","FELG","","W","M","","","","","","","1","319","7","AHY","PL","M","M","BO",35,6.9,5.2,26.2,65.4,34.8,176,,,1,120,"Mist","6XN_Brood","","",,"N","","Y","","DNA","AISwabO, AISwabC","Captured with 4 chicks ca. 4-5 days old. (JEROME)||||||N|N||UNK.|346|4||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"185",2014,5,"NOME","TELLER RD","37 MI",64.85304,-166.0782,"6/23/2014","","REKN","NRH","",2,"","","","",,"","","122274347","FELG","6XP","FELG","","W","M","","","","","","","1","319","7","AHY","PL","M","M","BO",35.4,7.1,5,27,64.2,33,166,,,1,120,"Mist","6XP_Brood","","",,"N","","Y","","DNA","AISwabO, AISwabC","Captured with 2 chicks. 1 chick ca. 6 days old, 1 chick ca. 3 days old. One chick possibly from 6TE brood. (LARAMEE)||||||N|N||UNK.|347|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
"186",2014,5,"NOME","TELLER RD","34 MI",64.82214,-166.0383,"6/26/2014","","REKN","NRH","",2,"122274301","FELG","6UN","FELG",,"DG","M","122274301","FELG","6UN","FELG","","DG","M","","","","","","","R","301","7","ASY","PL","M","M","BO",33.8,6.6,5.2,24.5,62.8,32.9,161,,,0,104,"Mist","6UN_Brood","","",,"N","","N","0","","AISwabO, AISwabC","Captured with 4 chicks, ca. 3 days old. Did not band chicks. Bird departed with chicks. Weight double checked.||||||Y|N||UNB.|301|4||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|"
"187",2014,5,"NOME","TELLER RD","37 MI",64.84675,-166.08537,"6/26/2014","","REKN","LHD","",2,"","","","",,"","","122274353","FELG","6UP","FELG","","W","M","","","","","","","1","319","7","AHY","PL","M","M","BO",36.6,7.1,5.3,26.1,66.2,33.8,169,,,1,118,"Mist","6UP_Brood","","",,"N","","Y","","DNA","AISwabO, AISwabC","Captured with 1 chick ca. 4 days old. (ALLEN)||||||N|N||UNK.|353|1||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|"
