"","Year","Region","Location","Area","Site","Latitude","Longitude","CaptureDate","CaptureTime","Species","Bander","Scribe","BandSize","MetalIn","FlagColorIn","FlagCodeIn","UpperLeftIn","LowerLeftIn","UpperRightIn","LowerRightIn","MetalOut","FlagColorOut","FlagCodeOut","UpperLeftOut","LowerLeftOut","UpperRightOut","LowerRightOut","TrackerType1","TrackerStatus1","TrackerID1","TrackerType2","TrackerStatus2","TrackerID2","Disposition","Status","Condition","AgeID","HowAged","FieldSex","CHDSex","HowSex","Culmen","CulmenDepth","CulmenWidth","NaresTip","TotalHead","TarsusDiagonal","Wing","p10","p10Exposed","Fat","Weight","CaptureMethod","NestBroodID","ChickAgeType","ChickHatchDate","ChickAge","FeatherCollected","FeatherType","Blood","BloodQuantity","BloodUse","OtherTests","comments.Tot.Tarsus.Covert.p10_length.Covert.p10_exposed.Weight.Cone_wt.RECAPBTWYR.RECAPWINYR.PHOTOS.MATE.MATE_ATTEND.BROOD_SIZE.REL_STATUS.ffm_p1.ffm_p2.ffm_p3.ffm_p4.ffm_p5.ffm_p6.ffm_p7.ffm_p8.ffm_p9.ffm_p10.ffm_s1.ffm_s2.ffm_s3.ffm_s4.ffm_s5.ffm_s6.ffm_s7.ffm_s8.ffm_s9.ffm_s10.tfm_1.tfm_2.tfm_3.tfm_4.tfm_5.tfm_6.bm_head.bm_neck.bm_back.bm_brst.bm_abd.blood_dna.blood_rna"
"460",2017,5,"NOME","TELLER RD","37 MI",64.85048,-166.09596,"7/7/2017","","REKN","JAJ","",2,"","","","",,"","","123233837","","","R","","","M","","","","","","","1","319","7","L","NF","U","F","IC",18.1,5.5,4.5,15.1,44.1,28,,,,,50,"Hand","1EV","Estimated_by_backdatefirstmeasurement","6/23/2017",14,"N","","Y","filter","DNA","","chick can't fly"
"461",2017,5,"NOME","TELLER RD","Tombstone",64.93227,-166.20676,"7/7/2017","","REKN","JAJ","",2,"","","","",,"","","123233838","","","R","","","M","","","","","","","1","319","7","L","NF","U","M","IC",19,5,4.7,14.8,45.7,28.6,,,,,60,"Hand","6KT","Estimated_by_NTT","6/21/2017",15.82071942,"N","","Y","filter","DNA","","Chick can't fly"
"462",2017,5,"NOME","TELLER RD","34 MI",64.81297,-165.93578,"7/8/2017","","REKN","ZMP","",2,"","","","",,"","","123233844","FEDG","1LA","FEDG","","R","M","","","","","","","1","319","7","AHY","PL","M","M","BO",35.8,6.5,5.2,24.8,63.5,32.5,165,,,2,103.9,"Mist","1LA_brood","","",,"Y","","Y","filter","DNA","","||0|0|||N|N||||2|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
"463",2017,5,"NOME","TELLER RD","34 MI",64.815449,-166.01477,"7/8/2017","","REKN","LAM","",2,"","","","",,"","","123233839","","","R","","","M","","","","","","","1","319","7","L","NF","U","F","IC",18.7,5.6,4,14.2,44,30.1,,,,,46.2,"Hand","6UY","Estimated_by_backdatefirstmeasurement","6/25/2017",13,"N","","Y","filter","DNA","","Chick can't fly"
"464",2017,5,"NOME","TELLER RD","34 MI",64.815449,-166.01477,"7/8/2017","","REKN","LAM","",2,"","","","",,"","","123233840","","","R","","","M","","","","","","","1","319","7","L","NF","U","F","IC",17.4,5.4,4.3,13.5,42.4,27.9,,,,,41.3,"Hand","6UY","Estimated_by_averagebroodage","6/26/2017",12,"N","","Y","filter","DNA","","Chick can't fly"
"465",2017,5,"NOME","TELLER RD","34 MI",64.815449,-166.01477,"7/8/2017","","REKN","LAM","",2,"","","","",,"","","123233841","","","R","","","M","","","","","","","1","319","7","L","NF","U","F","IC",18.1,5.3,4.2,14.1,44.2,29.4,,,,,39.6,"Hand","6UY","Estimated_by_backdatefirstmeasurement","6/26/2017",12,"N","","Y","filter","DNA","","Chick can't fly"
"466",2017,5,"NOME","TELLER RD","34 MI",64.81185,-165.9471,"7/8/2017","","REKN","LAM","",2,"","","","",,"","","123233842","","","R","","","M","","","","","","","1","319","7","L","NF","U","F","IC",18.1,6.2,4.5,13,44.7,29.7,,,,,50.5,"Hand","6HV","Estimated_by_backdatefirstmeasurement","6/27/2017",11,"N","","Y","filter","DNA","","Chick can't fly"
"467",2017,5,"NOME","TELLER RD","34 MI",64.81185,-165.9471,"7/8/2017","","REKN","LAM","",2,"","","","",,"","","123233843","","","R","","","M","","","","","","","1","319","7","L","NF","U","M","IC",18.2,5.5,4,13.2,44.8,29.2,,,,,47.4,"Hand","6HV","Estimated_by_backdatefirstmeasurement","6/25/2017",13,"N","","Y","filter","DNA","","Chick can't fly"
"468",2017,5,"NOME","TELLER RD","Steven",64.84706,-166.01289,"7/9/2017","","REKN","LAM","",2,"","","","",,"","","123233845","FEDG","1LC","FEDG","","R","M","","","","","","","1","319","7","AHY","PL","M","M","BO",32.7,6.6,4.4,25.2,64.5,34.9,167,,,1,112,"Mist","1LC_brood","","",,"N","","Y","filter","DNA","","||||||N|N||||1|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
"469",2017,5,"NOME","TELLER RD","Steven",64.84901,-166.00835,"7/9/2017","","REKN","ZMP","",2,"","","","",,"","","123233847","FEDG","1LE","FEDG","","R","M","","","","","","","1","319","7","AHY","PL","M","M","BO",35.5,7,5.1,26.4,66.1,36.1,171,,,1,117,"Mist","1LE_brood","","",,"N","","Y","filter","DNA","","||||||N|N||||2|BAND/RELEASE|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Y|N"
