"","Year","Region","Location","Area","Site","Latitude","Longitude","CaptureDate","CaptureTime","Species","Bander","Scribe","BandSize","MetalIn","FlagColorIn","FlagCodeIn","UpperLeftIn","LowerLeftIn","UpperRightIn","LowerRightIn","MetalOut","FlagColorOut","FlagCodeOut","UpperLeftOut","LowerLeftOut","UpperRightOut","LowerRightOut","TrackerType1","TrackerStatus1","TrackerID1","TrackerType2","TrackerStatus2","TrackerID2","Disposition","Status","Condition","AgeID","HowAged","FieldSex","CHDSex","HowSex","Culmen","CulmenDepth","CulmenWidth","NaresTip","TotalHead","TarsusDiagonal","Wing","p10","p10Exposed","Fat","Weight","CaptureMethod","NestBroodID","ChickAgeType","ChickHatchDate","ChickAge","FeatherCollected","FeatherType","Blood","BloodQuantity","BloodUse","OtherTests","comments.Tot.Tarsus.Covert.p10_length.Covert.p10_exposed.Weight.Cone_wt.RECAPBTWYR.RECAPWINYR.PHOTOS.MATE.MATE_ATTEND.BROOD_SIZE.REL_STATUS.ffm_p1.ffm_p2.ffm_p3.ffm_p4.ffm_p5.ffm_p6.ffm_p7.ffm_p8.ffm_p9.ffm_p10.ffm_s1.ffm_s2.ffm_s3.ffm_s4.ffm_s5.ffm_s6.ffm_s7.ffm_s8.ffm_s9.ffm_s10.tfm_1.tfm_2.tfm_3.tfm_4.tfm_5.tfm_6.bm_head.bm_neck.bm_back.bm_brst.bm_abd.blood_dna.blood_rna"
"244",2015,5,"NOME","TELLER RD","34 MI",64.82362,-166.03636,"6/24/2015","","REKN","LHD","",2,"122274302","FELG","6UM","GEO, DG",,"FELG","M","122274302","FELG","6UM","DG","","FELG","M","GEO","Removed","","","","","R","319","7","AHY","PL","M","M","BO",,,,,,,,,,,,"","","","",,"N","","N","","","","GEO removed"
"245",2015,5,"NOME","TELLER RD","34 MI",67.81629,-166.00124,"6/26/2015","","REKN","LHD","",2,"","","","",,"","","122274391","FEDG","1AJ","FEDG","","LB","M","RADIO","New","D654","","","","1","325","7","L","NF","U","","IC",21.2,5.3,4.6,16.5,46.6,31.8,,30,8,,48.2,"Hand","6UY","Estimated_by_p10","6/13/2015",12.23338994,"N","","N","","","","Chick ca. 9 days old. Radio D654 @ 165.745mHz deployed on 5 Jul 2015. Too young to flag; recaptured and flagged 1AJ on 28 Jun 2015."
"246",2015,5,"NOME","TELLER RD","34 MI",64.81629,-166.00124,"6/26/2015","","REKN","LHD","",2,"","","","",,"","","122274392","FEDG","1AK","FEDG","","LB","M","","","","","","","1","301","7","L","NF","U","","IC",20.2,5.6,4.8,14.7,45.5,31.5,,29.5,9,,43.7,"Hand","6UY","Estimated_by_p10","6/13/2015",12.11592496,"N","","N","","","","Chick ca. 9 days old; flag 1AK added later on 28 Jun 2015."
"247",2015,5,"NOME","TELLER RD","34 MI",64.82136,-166.03743,"6/27/2015","","REKN","NRH","",2,"123233947","FELG","6LX","FELG",,"","M","123233947","FELG","6LX","FELG","","","M","RADIO","New","D644","","","","R","301","7","ASY","PL","M","M","BO",,,,,,,,,,,,"BowNet","6LX_Brood","","",,"N","","N","0","","","Radio D644 @ 164.359 mHz||||||Y|N|Y|||4|||||||||||||||||||||||||||||||||N|"
"248",2015,5,"NOME","TELLER RD","34 MI",64.81738,-166.00865,"6/27/2015","","REKN","NRH","",2,"","","","",,"","","122274396","FEDG","1AH","FEDG","","LB","M","RADIO","New","D647","","","","1","301","7","AHY","PL","M","","BO",36.9,7.1,5.1,27.3,66.5,34.5,170,,,0,114,"BowNet","1AH_Brood","","",,"N","","N","0","","","Radio: D647; 165.003 megahertz. Brood patch vascularized still. Photos of flag, upperparts and vent.||||||N|N|Y|||4||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|N|"
"249",2015,5,"NOME","TELLER RD","34 MI",64.82169,-166.04695,"6/27/2015","","REKN","NRH","",2,"123233904","FELG","6JH","FELG",,"Y","M","123233904","FELG","6JH","FELG","","Y","M","","","","","","","R","301","7","ATY","RC","M","","BO",,,,,,,,,,,,"BowNet","6JH_Brood","","",,"N","","N","0","","","No samples or measurements taken (even forgot to read band number :/ ). Radio D634 @ 164.114 MHz deployed on this bird.||||||Y|N||||3|||||||||||||||||||||||||||||||||N|"
"250",2015,5,"NOME","TELLER RD","Tombstone",64.9333,-166.20667,"6/27/2015","","REKN","VAP","",2,"","","","",,"","","122274323","","","","","","M","","","","","","","","301","7","L","NF","U","","IC",17.3,5.3,3.9,12,41.4,28.6,,15.8,3.6,,34.4,"Hand","6HY","Estimated_by_p10","6/18/2015",8.505482145,"N","","N","","","","5 days old (known age plus or minus 1 day)."
"251",2015,5,"NOME","TELLER RD","Tombstone",64.9333,-166.20667,"6/27/2015","","REKN","VAP","",2,"","","","",,"","","122274324","","","","","","M","","","","","","","","301","7","L","NF","U","","IC",17.4,4.9,3.7,12.7,40,28.5,,13.2,2.5,,29.1,"Hand","6HY","Estimated_by_p10","6/19/2015",7.666834533,"N","","N","","","","5 days old (known age plus or minus 1 day)."
"252",2015,5,"NOME","TELLER RD","Tombstone",64.9333,-166.20667,"6/27/2015","","REKN","VAP","",2,"","","","",,"","","122274325","","","","","","M","","","","","","","","301","7","L","NF","U","","IC",16.8,5,3.7,11.6,38.6,28.4,,14.4,1.7,,25.2,"Hand","6HY","Estimated_by_p10","6/18/2015",8.06403059,"N","","N","","","","5 days old (known age plus or minus 1 day)."
"253",2015,5,"NOME","TELLER RD","Tombstone",64.9333,-166.20667,"6/27/2015","","REKN","VAP","",2,"","","","",,"","","122274337","","","","","LB","M","","","","","","","1","301","7","L","NF","U","","IC",17.7,5,3.8,12.2,40.5,28.2,,13.4,2.8,,30.3,"Hand","6HY","Estimated_by_p10","6/19/2015",7.734375577,"N","","N","","","","band # is correct, out of order. 5 days old (known age plus or minus 1 day)."
